danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year,hit,bars,beats,sections,segments,tatums
0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,audio_features,6P8pMrMxdkUtW7Ze6Zx2l1,spotify:track:6P8pMrMxdkUtW7Ze6Zx2l1,https://api.spotify.com/v1/tracks/6P8pMrMxdkUtW7Ze6Zx2l1,https://api.spotify.com/v1/audio-analysis/6P8pMrMxdkUtW7Ze6Zx2l1,276107,4,2001,1,0.7497102750074918,2.998841100029967,0.039839676449673476,4.335281155478104,5.994060411291782
0.698,0.925,3,-4.209,0,0.222,0.0611,0.0,0.095,0.676,96.953,audio_features,0xikWgPgYN9BEes0ieZ8Co,spotify:track:0xikWgPgYN9BEes0ieZ8Co,https://api.spotify.com/v1/tracks/0xikWgPgYN9BEes0ieZ8Co,https://api.spotify.com/v1/audio-analysis/0xikWgPgYN9BEes0ieZ8Co,295827,4,2001,1,0.3955018793776058,1.5955289492840166,0.04732501120757676,4.289674230172493,3.191057898568033
0.721,0.737,5,-2.734,0,0.0324,0.121,0.0,0.165,0.931,97.996,audio_features,7jley98gCQFueQ5MCaFWIb,spotify:track:7jley98gCQFueQ5MCaFWIb,https://api.spotify.com/v1/tracks/7jley98gCQFueQ5MCaFWIb,https://api.spotify.com/v1/audio-analysis/7jley98gCQFueQ5MCaFWIb,223547,4,2001,1,0.39365379973435527,1.6059285693708356,0.040260047700104516,3.7844444838098243,3.2118571387416712
0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853,4,2001,1,0.6632366079113395,2.6770641264784976,0.05426481337456414,4.112066969050304,5.354128252956995
0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,audio_features,41nT1Sp6ChR65FbsdLlFHW,spotify:track:41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/tracks/41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/audio-analysis/41nT1Sp6ChR65FbsdLlFHW,207907,4,2001,1,0.43769637416171525,1.7171165447882675,0.028859101593080128,4.973385174540809,3.434233089576535
0.583,0.652,7,-6.255,1,0.0244,0.0405,0.000378,0.0781,0.352,97.469,audio_features,4tgeQrPu5xkrnwErym2JsJ,spotify:track:4tgeQrPu5xkrnwErym2JsJ,https://api.spotify.com/v1/tracks/4tgeQrPu5xkrnwErym2JsJ,https://api.spotify.com/v1/audio-analysis/4tgeQrPu5xkrnwErym2JsJ,249840,4,2001,1,0.404258725584374,1.5970220941402498,0.03602305475504323,3.378162023695165,3.1940441882804995
0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,audio_features,3OJg2CHYbNTWyofb5SC7RP,spotify:track:3OJg2CHYbNTWyofb5SC7RP,https://api.spotify.com/v1/tracks/3OJg2CHYbNTWyofb5SC7RP,https://api.spotify.com/v1/audio-analysis/3OJg2CHYbNTWyofb5SC7RP,304667,4,2001,1,0.40700219708976365,1.6345733399250184,0.03610503361280162,3.1017506149179566,3.269146679850037
0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4,2001,1,0.5088073141394774,2.0414722910872283,0.04370124170523119,4.719734104164969,4.0829445821744565
0.872,0.868,10,-3.036,0,0.12,0.153,2.26e-05,0.843,0.822,105.005,audio_features,1PUNthIXityeZlnRLcP7JI,spotify:track:1PUNthIXityeZlnRLcP7JI,https://api.spotify.com/v1/tracks/1PUNthIXityeZlnRLcP7JI,https://api.spotify.com/v1/audio-analysis/1PUNthIXityeZlnRLcP7JI,231213,4,2001,1,0.44115103571234404,1.7429790920791632,0.04757511169446848,4.64506090544174,3.4859581841583265
0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,audio_features,2glSi4PRdGUzLaz5QpiNJV,spotify:track:2glSi4PRdGUzLaz5QpiNJV,https://api.spotify.com/v1/tracks/2glSi4PRdGUzLaz5QpiNJV,https://api.spotify.com/v1/audio-analysis/2glSi4PRdGUzLaz5QpiNJV,246160,4,2001,1,0.4062398440038999,1.6452713682157947,0.036561585960350994,4.127396815079623,3.2905427364315893
0.631,0.821,4,-7.852,0,0.0868,0.00868,0.000287,0.293,0.537,118.003,audio_features,595JwfRS0iFbdZyhlBxokI,spotify:track:595JwfRS0iFbdZyhlBxokI,https://api.spotify.com/v1/tracks/595JwfRS0iFbdZyhlBxokI,https://api.spotify.com/v1/audio-analysis/595JwfRS0iFbdZyhlBxokI,218627,4,2001,1,0.48484480346541453,1.9348052062817958,0.036592060638899214,4.505397466164466,3.8696104125635915
0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,audio_features,1Lhwn4PqeGpM4LTVUowW76,spotify:track:1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/tracks/1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/audio-analysis/1Lhwn4PqeGpM4LTVUowW76,337733,4,2001,1,0.39084089240345654,1.578168148871533,0.026648242663872036,4.565732243076742,3.156336297743066
0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043,audio_features,7rBzAkopTL4baeJGCFU7M4,spotify:track:7rBzAkopTL4baeJGCFU7M4,https://api.spotify.com/v1/tracks/7rBzAkopTL4baeJGCFU7M4,https://api.spotify.com/v1/audio-analysis/7rBzAkopTL4baeJGCFU7M4,271627,4,2001,1,0.41601215315078766,1.6861377534784137,0.02945218783368408,3.872962700129457,3.3722755069568273
0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840,4,2001,1,0.7103288062902072,2.823445318084346,0.026804860614724802,3.1674410293066475,5.646890636168692
0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,audio_features,6FLwmdmW77N1Pxb1aWsZmO,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/tracks/6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/audio-analysis/6FLwmdmW77N1Pxb1aWsZmO,218547,4,2001,1,0.33402474931213777,1.3452503602434043,0.0411811334768389,3.299066359644539,2.6905007204868086
0.652,0.447,0,-5.507,1,0.0287,0.257,0.0,0.253,0.234,126.905,audio_features,7pbNNVcFePJV3Wani6zH8q,spotify:track:7pbNNVcFePJV3Wani6zH8q,https://api.spotify.com/v1/tracks/7pbNNVcFePJV3Wani6zH8q,https://api.spotify.com/v1/audio-analysis/7pbNNVcFePJV3Wani6zH8q,250800,4,2001,1,0.518341307814992,2.073365231259968,0.03987240829346092,2.68341307814992,4.146730462519936
0.661,0.855,8,-8.403,1,0.0377,0.0722,0.0185,0.199,0.601,123.943,audio_features,0OSAJEA0ekX6pr2nuiPzX7,spotify:track:0OSAJEA0ekX6pr2nuiPzX7,https://api.spotify.com/v1/tracks/0OSAJEA0ekX6pr2nuiPzX7,https://api.spotify.com/v1/audio-analysis/0OSAJEA0ekX6pr2nuiPzX7,253587,4,2001,1,0.5087018178045399,2.038750696162381,0.03154739955376992,3.7738576716197265,4.077501392324762
0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4,2001,1,0.3749401641368377,1.487794481096175,0.027921076052743233,4.259958460618539,2.97558896219235
0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,audio_features,4h5KBcltGefua73AUPYps7,spotify:track:4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/tracks/4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/audio-analysis/4h5KBcltGefua73AUPYps7,240627,4,2001,1,0.3532443163197295,1.4046656343066892,0.03740233937503018,4.770876178059406,2.8093312686133785
0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,2001,1,0.3836509480485087,1.5496489274116232,0.04513540565276573,3.765045088201541,3.0992978548232464
0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4,2001,1,0.3859219566887656,1.5661687174359613,0.05245541158876425,3.7318278530292286,3.1323374348719226
0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,audio_features,5zn1hpm9N0ylKB7kOtpCw2,spotify:track:5zn1hpm9N0ylKB7kOtpCw2,https://api.spotify.com/v1/tracks/5zn1hpm9N0ylKB7kOtpCw2,https://api.spotify.com/v1/audio-analysis/5zn1hpm9N0ylKB7kOtpCw2,263440,4,2001,1,0.3644093531733981,1.4652292742180382,0.045551169146674765,4.6727907682963865,2.9304585484360763
0.847,0.877,2,-5.424,1,0.0493,0.124,0.0,0.148,0.764,131.044,audio_features,4Mnw05kNd0j1XDHwtfzofp,spotify:track:4Mnw05kNd0j1XDHwtfzofp,https://api.spotify.com/v1/tracks/4Mnw05kNd0j1XDHwtfzofp,https://api.spotify.com/v1/audio-analysis/4Mnw05kNd0j1XDHwtfzofp,217120,4,2001,1,0.5296610169491526,2.1416728076639644,0.04145173176123802,4.836035372144436,4.283345615327929
0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,audio_features,769geiA8btidGHda4BBDOJ,spotify:track:769geiA8btidGHda4BBDOJ,https://api.spotify.com/v1/tracks/769geiA8btidGHda4BBDOJ,https://api.spotify.com/v1/audio-analysis/769geiA8btidGHda4BBDOJ,264933,4,2001,1,0.4001006743885594,1.6230499055384957,0.03397081197638712,4.280322309024776,3.2460998110769914
0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48e-05,0.102,0.941,133.592,audio_features,2HStGirSZokbjdi1xU1QCW,spotify:track:2HStGirSZokbjdi1xU1QCW,https://api.spotify.com/v1/tracks/2HStGirSZokbjdi1xU1QCW,https://api.spotify.com/v1/audio-analysis/2HStGirSZokbjdi1xU1QCW,162333,4,2001,1,0.5420944669834593,2.1930185255239945,0.061601643975393104,4.232032941109506,4.386037051047989
0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84e-05,0.0552,0.669,93.013,audio_features,20NKCc2ag4FT1DLk0C2oT5,spotify:track:20NKCc2ag4FT1DLk0C2oT5,https://api.spotify.com/v1/tracks/20NKCc2ag4FT1DLk0C2oT5,https://api.spotify.com/v1/audio-analysis/20NKCc2ag4FT1DLk0C2oT5,194027,4,2001,1,0.3762369369118173,1.5204095395751522,0.03607751449839344,4.736462260574796,3.0408190791503045
0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,audio_features,7FDV5ELOJHCGLe52AnttEd,spotify:track:7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/tracks/7FDV5ELOJHCGLe52AnttEd,https://api.spotify.com/v1/audio-analysis/7FDV5ELOJHCGLe52AnttEd,235133,4,2001,1,0.7017295251166646,2.8196768191051436,0.05103487455393925,3.9552027779302916,5.639353638210287
0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4,2001,1,0.33952187613837587,1.3733469147170259,0.038148525408806276,3.482960369824013,2.7466938294340517
0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,audio_features,1HNE2PX70ztbEl6MLxrpNL,spotify:track:1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/tracks/1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/audio-analysis/1HNE2PX70ztbEl6MLxrpNL,207093,4,2001,1,0.46838787460648174,1.9073526852531988,0.04828740975324554,3.544295875888223,3.8147053705063976
0.738,0.776,7,-7.32,1,0.235,0.244,0.0,0.469,0.833,95.942,audio_features,2648dyCgcTFNkJZXgGlHPv,spotify:track:2648dyCgcTFNkJZXgGlHPv,https://api.spotify.com/v1/tracks/2648dyCgcTFNkJZXgGlHPv,https://api.spotify.com/v1/audio-analysis/2648dyCgcTFNkJZXgGlHPv,175400,4,2001,1,0.3933865450399088,1.5792474344355758,0.039908779931584946,4.851767388825541,3.1584948688711516
0.795,0.919,9,-3.07,0,0.0835,0.37,0.00863,0.189,0.96,134.079,audio_features,0tWdRXWDUd1gWLthXgk6Dp,spotify:track:0tWdRXWDUd1gWLthXgk6Dp,https://api.spotify.com/v1/tracks/0tWdRXWDUd1gWLthXgk6Dp,https://api.spotify.com/v1/audio-analysis/0tWdRXWDUd1gWLthXgk6Dp,207400,4,2001,1,0.549662487945998,2.222757955641273,0.048216007714561235,4.638379942140791,4.445515911282546
0.663,0.694,10,-8.627,0,0.172,0.0249,0.0,0.0698,0.524,167.964,audio_features,1RKUoGiLEbcXN4GY4spQDx,spotify:track:1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/tracks/1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/audio-analysis/1RKUoGiLEbcXN4GY4spQDx,340920,4,2001,1,0.695177754311862,2.789510735656459,0.04986507098439517,4.179866244280183,5.579021471312918
0.888,0.8,5,-3.944,0,0.0946,0.0901,2.12e-05,0.229,0.866,106.957,audio_features,7IXUby1ugB2h66Uj2pK4h4,spotify:track:7IXUby1ugB2h66Uj2pK4h4,https://api.spotify.com/v1/tracks/7IXUby1ugB2h66Uj2pK4h4,https://api.spotify.com/v1/audio-analysis/7IXUby1ugB2h66Uj2pK4h4,210813,4,2001,1,0.4506356619211727,1.778824981267787,0.03794826626704612,5.255834877985888,3.557649962535574
0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095,audio_features,52gqeRlrBE7hqMlRxEsi6y,spotify:track:52gqeRlrBE7hqMlRxEsi6y,https://api.spotify.com/v1/tracks/52gqeRlrBE7hqMlRxEsi6y,https://api.spotify.com/v1/audio-analysis/52gqeRlrBE7hqMlRxEsi6y,257067,4,2001,1,0.4395746659971646,1.7621887052806686,0.046680495504123676,4.492997692271904,3.5243774105613372
0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,audio_features,08GOEVXupC6ECbulhPGQKm,spotify:track:08GOEVXupC6ECbulhPGQKm,https://api.spotify.com/v1/tracks/08GOEVXupC6ECbulhPGQKm,https://api.spotify.com/v1/audio-analysis/08GOEVXupC6ECbulhPGQKm,285387,4,2001,1,0.490562523139659,1.9727621466259144,0.04555223429153976,3.2447206887666016,3.945524293251829
0.645,0.903,5,-10.587,0,0.0441,0.00188,0.799,0.147,0.61,135.977,audio_features,7reoZz80hQYuWtEn0Lsd0p,spotify:track:7reoZz80hQYuWtEn0Lsd0p,https://api.spotify.com/v1/tracks/7reoZz80hQYuWtEn0Lsd0p,https://api.spotify.com/v1/audio-analysis/7reoZz80hQYuWtEn0Lsd0p,222436,4,2001,1,0.5619605066743825,2.270320446964505,0.058443892694135774,4.225943010191356,4.54064089392901
0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600,4,2001,1,0.3866432337434095,1.5597539543057997,0.03954305799648506,4.033391915641476,3.1195079086115993
0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,audio_features,0ARK753YaiJbpLUk7z5yIM,spotify:track:0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/audio-analysis/0ARK753YaiJbpLUk7z5yIM,289160,4,2002,1,0.7089500622492737,2.7908424401715313,0.03458292986581823,4.353990870106515,5.5816848803430625
0.56,0.442,5,-7.224,1,0.0243,0.727,1.71e-05,0.11,0.212,146.448,audio_features,75JFxkI2RXiU7L9VXzMkle,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4,2002,1,0.5975452196382428,2.3901808785529712,0.04198966408268733,2.4547803617571056,4.7803617571059425
0.376,0.574,2,-5.335,1,0.0303,0.0683,1.28e-06,0.0721,0.102,74.935,audio_features,7bvpr3Hk4NV4EAmbYid5ds,spotify:track:7bvpr3Hk4NV4EAmbYid5ds,https://api.spotify.com/v1/tracks/7bvpr3Hk4NV4EAmbYid5ds,https://api.spotify.com/v1/audio-analysis/7bvpr3Hk4NV4EAmbYid5ds,303133,4,2002,1,0.3067956928391873,1.210688379268621,0.0329887841762567,2.6226083420124073,2.421376758537242
0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,audio_features,5xEM5hIgJ1jjgcEBfpkt2F,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/audio-analysis/5xEM5hIgJ1jjgcEBfpkt2F,244507,4,2002,1,0.3230995702489425,1.29239828099577,0.028629075844843005,3.570454744649706,2.58479656199154
0.571,0.438,2,-7.007,1,0.0279,0.534,1.56e-05,0.187,0.444,145.948,audio_features,5hviCr3lgg6LY6noG6DPKs,spotify:track:5hviCr3lgg6LY6noG6DPKs,https://api.spotify.com/v1/tracks/5hviCr3lgg6LY6noG6DPKs,https://api.spotify.com/v1/audio-analysis/5hviCr3lgg6LY6noG6DPKs,230549,4,2002,1,0.5812202867393897,2.3292186117839724,0.03903718343772021,3.0145380543572826,4.658437223567945
0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,audio_features,2LVxvGhl2U5p2ql2ujc6vZ,spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,https://api.spotify.com/v1/tracks/2LVxvGhl2U5p2ql2ujc6vZ,https://api.spotify.com/v1/audio-analysis/2LVxvGhl2U5p2ql2ujc6vZ,269400,4,2002,1,0.40831477357089835,1.6555308092056422,0.0334075723830735,3.8418708240534523,3.3110616184112844
0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,audio_features,6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN,227387,4,2002,1,0.36501699945735605,1.4864547688745342,0.03078456621929509,3.9975958133341765,2.9729095377490684
0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,audio_features,2Za2mUwmQoSxWPscaY2vxl,spotify:track:2Za2mUwmQoSxWPscaY2vxl,https://api.spotify.com/v1/tracks/2Za2mUwmQoSxWPscaY2vxl,https://api.spotify.com/v1/audio-analysis/2Za2mUwmQoSxWPscaY2vxl,230013,4,2002,1,0.4782331320435589,1.9303228238849104,0.052170887132024606,4.273665170898349,3.8606456477698208
0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,audio_features,4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,237493,4,2002,1,0.3873793002944546,1.5537278457462365,0.04631709025259784,3.4653604798080018,3.107455691492473
0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997,audio_features,1QhSB9L9M5eZQhW4RNOhXK,spotify:track:1QhSB9L9M5eZQhW4RNOhXK,https://api.spotify.com/v1/tracks/1QhSB9L9M5eZQhW4RNOhXK,https://api.spotify.com/v1/audio-analysis/1QhSB9L9M5eZQhW4RNOhXK,206093,4,2002,1,0.42699103493504786,1.7176684814432608,0.05337387936688098,4.066119173586024,3.4353369628865216
0.707,0.761,1,-4.635,1,0.0341,0.0163,0.0,0.0627,0.923,97.003,audio_features,4SAHTVRe6EBhgAOWl49yPf,spotify:track:4SAHTVRe6EBhgAOWl49yPf,https://api.spotify.com/v1/tracks/4SAHTVRe6EBhgAOWl49yPf,https://api.spotify.com/v1/audio-analysis/4SAHTVRe6EBhgAOWl49yPf,211413,4,2002,1,0.39732593966520463,1.5940338293711187,0.05203077781330061,3.7793264975297443,3.1880676587422374
0.425,0.587,9,-5.453,1,0.0278,0.0565,5.16e-06,0.298,0.194,144.642,audio_features,2nvC4i2aMo4CzRjRflysah,spotify:track:2nvC4i2aMo4CzRjRflysah,https://api.spotify.com/v1/tracks/2nvC4i2aMo4CzRjRflysah,https://api.spotify.com/v1/audio-analysis/2nvC4i2aMo4CzRjRflysah,226680,4,2002,1,0.5911416975472031,2.3601552849832363,0.044115052055761425,2.541026998411858,4.720310569966473
0.668,0.739,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.571,131.918,audio_features,6Vecwo7AHst9V2CE3kmwr0,spotify:track:6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/tracks/6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/audio-analysis/6Vecwo7AHst9V2CE3kmwr0,231467,4,2002,1,0.5313940015640265,2.1298962826915857,0.03888248791931901,3.2315667737389577,4.259792565383171
0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,audio_features,4kSKacywUJHdhyst4PL6pl,spotify:track:4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/tracks/4kSKacywUJHdhyst4PL6pl,https://api.spotify.com/v1/audio-analysis/4kSKacywUJHdhyst4PL6pl,170493,4,2002,1,0.42816924274984836,1.7302729672767845,0.05278798883217309,3.677563221974725,3.460545934553569
0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994,audio_features,0NMUFQdEFjftg0BQnyZCsh,spotify:track:0NMUFQdEFjftg0BQnyZCsh,https://api.spotify.com/v1/tracks/0NMUFQdEFjftg0BQnyZCsh,https://api.spotify.com/v1/audio-analysis/0NMUFQdEFjftg0BQnyZCsh,238267,4,2002,1,0.512031351763608,2.0649133202270096,0.04196978293144328,4.037493118004844,4.129826640454019
0.41,0.64,2,-4.974,1,0.0271,0.0344,0.00525,0.115,0.123,145.848,audio_features,7DDhT4JJtpTNbf4sOWU6bI,spotify:track:7DDhT4JJtpTNbf4sOWU6bI,https://api.spotify.com/v1/tracks/7DDhT4JJtpTNbf4sOWU6bI,https://api.spotify.com/v1/audio-analysis/7DDhT4JJtpTNbf4sOWU6bI,292867,4,2002,1,0.6043705826955317,2.420896853848203,0.034145230660764504,2.7623491604558486,4.841793707696406
0.542,0.589,8,-6.813,1,0.0284,0.246,0.0,0.188,0.336,133.838,audio_features,2iWyrSHvs6qhFzfpiLAK0z,spotify:track:2iWyrSHvs6qhFzfpiLAK0z,https://api.spotify.com/v1/tracks/2iWyrSHvs6qhFzfpiLAK0z,https://api.spotify.com/v1/audio-analysis/2iWyrSHvs6qhFzfpiLAK0z,251280,4,2002,1,0.5491881566380133,2.208691499522445,0.04377586755810251,3.4861509073543457,4.41738299904489
0.737,0.652,2,-4.393,1,0.0335,0.038,0.0,0.0699,0.881,108.175,audio_features,4GPwz80qwxmxX2D2vujUnR,spotify:track:4GPwz80qwxmxX2D2vujUnR,https://api.spotify.com/v1/tracks/4GPwz80qwxmxX2D2vujUnR,https://api.spotify.com/v1/audio-analysis/4GPwz80qwxmxX2D2vujUnR,215293,4,2002,1,0.4459032706679766,1.7789682569357816,0.05573790883349707,3.3582090072181985,3.5579365138715633
0.701,0.718,1,-6.061,1,0.0261,0.285,0.0,0.0845,0.65,106.988,audio_features,5MF62bkZ7Uy3UxteONmUBV,spotify:track:5MF62bkZ7Uy3UxteONmUBV,https://api.spotify.com/v1/tracks/5MF62bkZ7Uy3UxteONmUBV,https://api.spotify.com/v1/audio-analysis/5MF62bkZ7Uy3UxteONmUBV,227867,4,2002,1,0.4344645928252693,1.7554124962637143,0.05266237488791143,3.366003461585672,3.5108249925274286
0.596,0.561,0,-8.452,1,0.0305,0.33,0.0,0.0922,0.403,133.969,audio_features,3Zg1941PbcmsxLmSaVJ3OZ,spotify:track:3Zg1941PbcmsxLmSaVJ3OZ,https://api.spotify.com/v1/tracks/3Zg1941PbcmsxLmSaVJ3OZ,https://api.spotify.com/v1/audio-analysis/3Zg1941PbcmsxLmSaVJ3OZ,252076,4,2002,1,0.5474542899470255,2.189817159788102,0.04363766079287884,2.9078550328345627,4.379634319576204
0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880,4,2002,1,0.5391715784601994,2.163182356954776,0.04222428024085899,3.355206268369795,4.326364713909552
0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,audio_features,6B6aCxSBsECsulzOkJRxGv,spotify:track:6B6aCxSBsECsulzOkJRxGv,https://api.spotify.com/v1/tracks/6B6aCxSBsECsulzOkJRxGv,https://api.spotify.com/v1/audio-analysis/6B6aCxSBsECsulzOkJRxGv,257027,4,2002,1,0.5018934416416786,1.992011179228988,0.03112517467545294,3.5288166788294766,3.984022358457976
